"id_question","id_version","version","date_creation","module","theme","type_item","niveau","public_cible","role_test","enonce_fr","options_fr","reponse_correcte","explication_fr","action_fr","idee_fausse_ciblee","enonce_en","options_en","explication_en","action_en","statut_traduction","source_documentaire","id_inventaire","secteur_validateur","date_validation","date_revision_prevue","visa_validation","statut","sensibilite","motif_suspension","historique","indice_difficulte","indice_discrimination","distracteur_dominant","n_observations","date_calcul_psy","media_associe","audio_ref","schema_version"
"DUSSC-M05-007","DUSSC-M05-007-v1","1","2026-08-02","M05","Enfants et milieu scolaire","Situation","Grand public","A1;C1;D1","Question courante","Un élève présente des lésions cutanées évocatrices et de la fièvre. Que doit faire l'établissement ?","[""Le renvoyer définitivement de l'école"", ""Annoncer publiquement son nom aux autres élèves"", ""Le garder en classe sans rien dire"", ""Informer la famille, orienter vers le centre de santé et suivre les consignes des autorités sanitaires""]","D","L'orientation vers le soin et le respect de la confidentialité vont ensemble. Exclure ou désigner publiquement un élève ne protège personne et cause un tort durable.","Contactez le centre de santé de rattachement de l'établissement.","« Il faut exclure l'élève et le nommer pour alerter »","A pupil has skin lesions suggesting mpox and a fever. What should the school do?","[""Expel the pupil permanently"", ""Announce the pupil's name publicly to the other pupils"", ""Keep the pupil in class and say nothing"", ""Inform the family, refer to the health centre and follow the instructions of the health authorities""]","Referral for care and respect for confidentiality go together. Excluding or naming a pupil publicly protects nobody and causes lasting harm.","Contact the health centre serving the school.","Traduit","","INV-B-007","MINSANTE;MINESEC","","","","En revue éditoriale","Sensible","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M05-008","DUSSC-M05-008-v1","1","2026-08-02","M05","Automédication","Attitude","Grand public","A1;A2;C1","Question courante","Appliquer des produits traditionnels sur les lésions de mpox :","[""N'est pas recommandé : cela peut surinfecter les lésions et retarde la consultation"", ""Accélère la guérison"", ""Remplace efficacement la prise en charge médicale"", ""Empêche la transmission""]","A","Les manipulations répétées des lésions favorisent les surinfections et augmentent le risque de transmission aux personnes qui appliquent le produit.","Consultez au centre de santé et évitez de toucher les lésions sans protection.","« Les produits traditionnels soignent les lésions »","Applying traditional products to mpox lesions:","[""Is not advised: it can infect the lesions further and delays seeking care"", ""Speeds up healing"", ""Effectively replaces medical care"", ""Prevents transmission""]","Repeatedly touching the lesions favours secondary infection and increases the risk of passing the disease to whoever applies the product.","Seek care at the health centre and avoid touching the lesions unprotected.","Traduit","","INV-B-007","MINSANTE","","","","En revue éditoriale","Sensible","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M05-009","DUSSC-M05-009-v1","1","2026-08-02","M05","Orientation","Orientation","Grand public","A1;A2;A3;C1","Question courante","Où faut-il se rendre en cas d'éruption cutanée inhabituelle accompagnée de fièvre ?","[""Chez un vendeur de médicaments"", ""Chez un guérisseur"", ""Au centre de santé le plus proche"", ""Nulle part, il faut attendre la guérison""]","C","Seule une structure de soins peut confirmer la maladie, prendre en charge le patient et protéger l'entourage par les mesures appropriées.","Rendez-vous au centre de santé et signalez tout contact récent avec une personne malade ou un animal sauvage.","« Il n'y a rien à faire dans une structure de soins »","Where should you go if you develop an unusual skin rash together with fever?","[""To a medicine seller"", ""To a traditional healer"", ""To the nearest health centre"", ""Nowhere, you should wait for it to clear""]","Only a care facility can confirm the illness, manage the patient and protect those around them with the right measures.","Go to the health centre and mention any recent contact with a sick person or a wild animal.","Traduit","","INV-B-007","MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M05-010","DUSSC-M05-010-v1","1","2026-08-02","M05","Réintégration après guérison","Attitude","Grand public","A1;A3;C1;D3","Question courante","Une personne guérie de la mpox revient dans son quartier. Quelle attitude est juste ?","[""L'éviter durablement par précaution"", ""Lui interdire l'accès aux lieux publics"", ""L'accueillir normalement, une fois la guérison confirmée par les services de santé"", ""Lui demander de quitter le quartier""]","C","Après guérison confirmée, la personne ne présente plus de risque pour son entourage. Le rejet prolongé n'a aucune justification sanitaire et cause un tort réel.","En cas de doute, demandez conseil au centre de santé plutôt que de vous fier aux rumeurs.","« Une personne guérie reste contagieuse à vie »","A person who has recovered from mpox returns to the neighbourhood. What is the right attitude?","[""Avoid the person for a long time as a precaution"", ""Bar the person from public places"", ""Receive the person normally, once recovery has been confirmed by the health services"", ""Ask the person to leave the neighbourhood""]","After confirmed recovery, the person no longer poses a risk to those around them. Prolonged rejection has no health justification and causes real harm.","If in doubt, ask the health centre for advice rather than relying on rumours.","Traduit","","INV-B-007","MINSANTE","","","","En revue éditoriale","Sensible","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M05-011","DUSSC-M05-011-v1","1","2026-08-02","M05","Modes de transmission","Connaissance","Grand public","A1;A3;C1;C2","Question courante","Comment la mpox se transmet-elle principalement entre personnes ?","[""Par contact direct rapproché avec les lésions, les liquides biologiques ou les objets souillés"", ""Par le regard ou la parole"", ""Uniquement par les animaux"", ""Par l'eau de boisson""]","A","Le contact direct rapproché est la voie principale entre personnes. Le contact avec certains animaux sauvages malades ou morts constitue une autre voie d'exposition.","Limitez les contacts rapprochés avec une personne présentant des lésions et lavez-vous les mains.","« On attrape la mpox en croisant un malade »","How does mpox mainly pass between people?","[""Through close direct contact with the lesions, body fluids or soiled objects"", ""Through looking or speaking"", ""Only through animals"", ""Through drinking water""]","Close direct contact is the main route between people. Contact with certain sick or dead wild animals is another route of exposure.","Limit close contact with anyone who has lesions and wash your hands.","Traduit","","INV-B-007","MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M05-012","DUSSC-M05-012-v1","1","2026-08-02","M05","Protection des soignants et aidants","Situation","Professionnel","D1;D2","Question courante","Quelle mesure est prioritaire pour protéger un aidant qui s'occupe d'un patient à domicile ?","[""Se laver les mains une fois par jour"", ""Éviter tout contact, y compris pour l'alimentation"", ""Porter des gants en permanence sans les changer"", ""Utiliser une protection des mains lors des soins, gérer le linge séparément et se laver les mains après chaque contact""]","D","La protection des mains, la gestion du linge et l'hygiène des mains après chaque contact constituent le socle. Un aidant informé protège le foyer entier.","Formez systématiquement l'aidant principal lors de la prise en charge à domicile.","« Les gants remplacent le lavage des mains »","Which measure is the priority in protecting someone caring for a patient at home?","[""Washing the hands once a day"", ""Avoiding all contact, including for feeding"", ""Wearing gloves permanently without changing them"", ""Protecting the hands during care, handling linen separately and washing the hands after each contact""]","Hand protection, separate handling of linen and hand hygiene after each contact form the core. An informed carer protects the whole household.","Always train the main carer when a patient is managed at home.","Traduit","","INV-B-007","MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M05-013","DUSSC-M05-013-v1","1","2026-08-02","M05","Reconnaissance et recours","Situation","Grand public","A1;A2;A3;C1;C2;D1","Ancre post-test","Une voisine vous confie que son fils a de la fièvre et des lésions cutanées, mais qu'elle craint le regard des autres. Que lui conseillez-vous ?","[""D'attendre que les lésions disparaissent"", ""De l'emmener rapidement au centre de santé, en limitant les contacts rapprochés en attendant"", ""De ne rien dire à personne et de le soigner à la maison"", ""De l'envoyer chez des parents dans un autre quartier""]","B","La crainte du jugement est la première cause de retard de recours. Consulter tôt protège l'enfant, la famille et le quartier.","Proposez de l'accompagner au centre de santé et rassurez-la sur la confidentialité.","« Mieux vaut cacher la maladie que d'affronter le regard des autres »","A neighbour tells you her son has fever and skin lesions, but that she fears what others will say. What do you advise her?","[""To wait for the lesions to disappear"", ""To take him to the health centre quickly, limiting close contact in the meantime"", ""To say nothing to anyone and treat him at home"", ""To send him to relatives in another neighbourhood""]","Fear of judgement is the leading cause of delayed care. Seeking care early protects the child, the family and the neighbourhood.","Offer to go with her to the health centre and reassure her about confidentiality.","Traduit","","INV-B-007","MINSANTE","","","","En revue éditoriale","Sensible","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M06-001","DUSSC-M06-001-v1","1","2026-08-02","M06","Signes d'alerte","Situation","Intermédiaire","A2;C2;D1;B5","Question courante","Une personne présente une fièvre élevée accompagnée de saignements inhabituels. Quelle est la conduite prioritaire ?","[""La soigner à domicile avec les moyens disponibles"", ""Alerter immédiatement le centre de santé, limiter les contacts et ne pas manipuler les liquides biologiques sans protection"", ""Attendre 48 heures avant de décider"", ""La transporter soi-même sans prévenir la structure de soins""]","B","Une fièvre avec saignements impose une alerte immédiate et des précautions strictes. Prévenir la structure avant l'arrivée permet d'organiser un accueil sécurisé.","Appelez le centre de santé avant de déplacer la personne et suivez ses consignes.","« On peut soigner ce type de fièvre à la maison »","A person has a high fever together with unusual bleeding. What is the priority?","[""Treating the person at home with whatever is available"", ""Alerting the health centre immediately, limiting contact and not handling body fluids unprotected"", ""Waiting 48 hours before deciding"", ""Taking the person there yourself without informing the facility""]","Fever with bleeding calls for an immediate alert and strict precautions. Informing the facility before arrival allows a safe reception to be arranged.","Call the health centre before moving the person and follow its instructions.","Traduit","","INV-B-011","MINSANTE","","","","En revue éditoriale","Sensible","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M06-002","DUSSC-M06-002-v1","1","2026-08-02","M06","Funérailles","Situation","Intermédiaire","A1;A2;C2;D3","Question courante","Une personne décède après une fièvre avec saignements. Quelle conduite protège la famille ?","[""Procéder à la toilette funéraire traditionnelle en famille"", ""Transporter le corps vers le village d'origine sans en informer les autorités"", ""Organiser rapidement de grandes funérailles"", ""Ne pas manipuler le corps et suivre les consignes des services de santé pour une prise en charge sécurisée""]","D","Le corps reste très contaminant pour certaines maladies. Les toilettes funéraires traditionnelles ont provoqué de nombreuses contaminations lors d'épidémies passées.","Contactez immédiatement le centre de santé avant toute organisation funéraire.","« La toilette funéraire est sans danger »","A person dies after a fever with bleeding. Which course of action protects the family?","[""Carrying out the traditional funeral washing as a family"", ""Moving the body to the home village without informing the authorities"", ""Quickly organising a large funeral"", ""Not handling the body and following the instructions of the health services for safe management""]","For some diseases the body remains highly contaminating. Traditional funeral washing has caused many infections during past outbreaks.","Contact the health centre immediately before making any funeral arrangements.","Traduit","","INV-B-011","MINSANTE","","","","En revue éditoriale","Sensible","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M06-003","DUSSC-M06-003-v1","1","2026-08-02","M06","Stockage des denrées","Situation","Grand public","A1;A2;C1","Question courante","Comment protéger le mieux vos denrées alimentaires des rongeurs ?","[""En les couvrant d'un tissu"", ""En les stockant dans des récipients fermés et surélevés, et en ne séchant pas les aliments à même le sol"", ""En les gardant dans la cuisine"", ""En les vendant rapidement""]","B","Les rongeurs souillent les aliments par leurs urines et leurs déjections. Un récipient réellement fermé est la seule barrière efficace.","Utilisez des récipients à couvercle et éloignez les stocks du sol et des murs.","« Un tissu suffit à protéger les aliments »","How can you best protect your food stores from rodents?","[""By covering them with a cloth"", ""By storing them in closed, raised containers, and not drying food directly on the ground"", ""By keeping them in the kitchen"", ""By selling them quickly""]","Rodents soil food with their urine and droppings. A genuinely closed container is the only effective barrier.","Use containers with lids and keep stores away from the ground and walls.","Traduit","","INV-B-011","MINSANTE;MINADER","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M06-004","DUSSC-M06-004-v1","1","2026-08-02","M06","Séchage des aliments","Attitude","Grand public","A1;A2;B4","Question courante","Sécher les céréales ou le poisson à même le sol :","[""Est la meilleure méthode traditionnelle"", ""Améliore la conservation"", ""N'a aucune conséquence si le sol est sec"", ""Expose les aliments aux urines et déjections de rongeurs et aux poussières""]","D","Le séchage au sol met directement les aliments en contact avec les déjections des rongeurs et les poussières contaminées.","Séchez sur des claies ou des bâches surélevées, à l'abri des animaux.","« Le séchage au sol est sans risque »","Drying grain or fish directly on the ground:","[""Is the best traditional method"", ""Improves preservation"", ""Has no consequence if the ground is dry"", ""Exposes food to rodent urine and droppings and to dust""]","Drying on the ground puts food in direct contact with rodent droppings and contaminated dust.","Dry on raised racks or sheets, out of reach of animals.","Traduit","","INV-B-011","MINSANTE;MINADER","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M06-005","DUSSC-M06-005-v1","1","2026-08-02","M06","Consommation de rongeurs","Attitude","Grand public","A2;B5;C1","Question courante","Consommer des rongeurs capturés dans les habitations ou les champs :","[""Expose à des maladies graves, y compris lors de la capture et de la préparation"", ""Est sans danger si la viande est cuite"", ""Est recommandé en période de soudure"", ""Ne présente de risque que pour les enfants""]","A","Le risque existe dès la capture et la préparation, par contact avec le sang, les urines et les déjections, avant même toute cuisson.","Évitez la capture et la consommation de rongeurs et protégez vos stocks alimentaires.","« Le risque disparaît avec la cuisson »","Eating rodents caught in homes or fields:","[""Exposes you to serious diseases, including during capture and preparation"", ""Is safe if the meat is cooked"", ""Is advisable during the lean season"", ""Is only a risk for children""]","The risk arises from the moment of capture and preparation, through contact with blood, urine and droppings, well before any cooking.","Avoid catching and eating rodents, and protect your food stores.","Traduit","","INV-B-011","MINSANTE","","","","En revue éditoriale","Sensible","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M06-006","DUSSC-M06-006-v1","1","2026-08-02","M06","Contacts avec la faune","Situation","Intermédiaire","B5;A2;D2","Question courante","Quelle précaution est recommandée lors de la fréquentation de grottes ou de sites abritant des colonies de chauves-souris ?","[""Aucune, ces animaux sont inoffensifs"", ""Capturer quelques animaux pour les examiner"", ""Éviter les contacts, ne pas manipuler les animaux et se protéger les voies respiratoires si l'accès est nécessaire"", ""Y faire dormir le bétail""]","C","Certaines maladies graves ont été associées à l'exposition dans ces milieux. Éviter les contacts directs et les manipulations reste la précaution de base.","Signalez toute exposition inhabituelle lors d'une consultation médicale.","« Ces sites ne présentent aucun risque »","Which precaution is recommended when entering caves or sites housing bat colonies?","[""None, these animals are harmless"", ""Catching a few animals for examination"", ""Avoiding contact, not handling the animals and protecting the airways if entry is necessary"", ""Sheltering livestock there""]","Some serious diseases have been linked to exposure in these settings. Avoiding direct contact and handling remains the basic precaution.","Mention any unusual exposure when you seek medical care.","Traduit","","INV-B-011","MINSANTE;MINFOF","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M06-007","DUSSC-M06-007-v1","1","2026-08-02","M06","Décès groupés","Situation","Intermédiaire","A2;C2;D1;D3","Question courante","Plusieurs décès inexpliqués surviennent en quelques jours dans une même localité. Quelle est la bonne conduite ?","[""Attendre de comprendre avant d'en parler"", ""Chercher un responsable dans la communauté"", ""Informer immédiatement le centre de santé et les autorités locales, même sans savoir de quoi il s'agit"", ""Organiser des funérailles collectives rapidement""]","C","Une alerte précoce, même incertaine, permet une investigation rapide. Chercher un responsable retarde la réponse et provoque des tensions dangereuses.","Signalez au centre de santé et à l'autorité administrative locale sans attendre d'explication.","« Il faut comprendre avant de signaler »","Several unexplained deaths occur within a few days in the same locality. What is the right course of action?","[""Wait until you understand before speaking about it"", ""Look for someone in the community to blame"", ""Inform the health centre and the local authorities immediately, even without knowing what it is"", ""Quickly organise collective funerals""]","An early alert, even an uncertain one, allows a rapid investigation. Looking for someone to blame delays the response and creates dangerous tension.","Report to the health centre and the local administrative authority without waiting for an explanation.","Traduit","","INV-B-011","MINSANTE;MINAT","","","","En revue éditoriale","Sensible","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M06-008","DUSSC-M06-008-v1","1","2026-08-02","M06","Transport d'un malade","Situation","Intermédiaire","A2;D1;D3","Question courante","Comment transporter une personne suspectée d'une fièvre hémorragique vers une structure de soins ?","[""En prévenant d'abord la structure de soins et en suivant ses consignes, avec un minimum de personnes et des précautions de contact"", ""Dans un transport en commun bondé"", ""Sans prévenir personne, pour gagner du temps"", ""En la confiant à un voisin sans instruction""]","A","Prévenir la structure permet d'organiser un accueil séparé et de protéger les autres patients, les accompagnants et le personnel.","Appelez le centre de santé avant tout déplacement du malade.","« Le plus rapide est d'arriver sans prévenir »","How should a person suspected of a viral haemorrhagic fever be taken to a care facility?","[""By informing the facility first and following its instructions, with as few people as possible and contact precautions"", ""In a crowded public vehicle"", ""Without telling anyone, to save time"", ""By entrusting the person to a neighbour without instructions""]","Informing the facility allows a separate reception to be arranged and protects other patients, those accompanying, and staff.","Call the health centre before moving the patient.","Traduit","","INV-B-011","MINSANTE","","","","En revue éditoriale","Sensible","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M06-009","DUSSC-M06-009-v1","1","2026-08-02","M06","Protection individuelle","Connaissance","Professionnel","D1;D2","Question courante","Face à un cas suspect de fièvre hémorragique, quelle est la priorité pour l'agent de santé ?","[""Réaliser immédiatement un prélèvement sans protection"", ""Informer uniquement sa hiérarchie en fin de journée"", ""Renvoyer le patient à domicile en attendant confirmation"", ""Appliquer les précautions standard renforcées, isoler le patient et notifier sans délai""]","D","La protection du personnel et l'isolement précoce conditionnent toute la suite. La notification immédiate déclenche l'appui de l'équipe d'investigation.","Appliquez le protocole national de prise en charge et notifiez selon le circuit établi.","« On peut attendre la confirmation avant d'isoler »","Faced with a suspected case of viral haemorrhagic fever, what is the health worker's priority?","[""Taking a sample immediately without protection"", ""Informing only the hierarchy at the end of the day"", ""Sending the patient home pending confirmation"", ""Applying reinforced standard precautions, isolating the patient and notifying without delay""]","Protecting staff and isolating early determine everything that follows. Immediate notification triggers support from the investigation team.","Apply the national management protocol and notify through the established channel.","Traduit","","INV-B-011","MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M06-010","DUSSC-M06-010-v1","1","2026-08-02","M06","Lutte contre les rongeurs","Situation","Grand public","A1;A2;C1","Question courante","Des rongeurs sont présents dans votre habitation. Quelle mesure est la plus efficace ?","[""Laisser des restes de nourriture pour les attirer loin de la cuisine"", ""Supprimer l'accès à la nourriture et à l'eau, boucher les ouvertures et éliminer les déchets régulièrement"", ""Utiliser uniquement des produits chimiques sans autre mesure"", ""Ne rien faire, leur présence est normale""]","B","Les rongeurs restent là où ils trouvent nourriture et abri. Supprimer ces conditions est plus efficace et plus durable que les seuls produits.","Stockez les aliments en récipients fermés et évacuez les déchets chaque jour.","« La présence de rongeurs est inévitable »","There are rodents in your home. Which measure is most effective?","[""Leaving food scraps out to draw them away from the kitchen"", ""Removing access to food and water, blocking openings and clearing waste regularly"", ""Using chemical products only, with no other measure"", ""Doing nothing, their presence is normal""]","Rodents stay where they find food and shelter. Removing these conditions works better and lasts longer than products alone.","Store food in closed containers and clear waste every day.","Traduit","","INV-B-011","MINSANTE;MINEPDED","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M07-001","DUSSC-M07-001-v1","1","2026-08-02","M07","Lait et produits laitiers","Situation","Grand public","A1;A2;B1;B4;C1","Ancre pré-test","Vous achetez du lait frais directement chez un éleveur. Que faites-vous avant de le donner à vos enfants ?","[""Je le donne tel quel, c'est du lait naturel"", ""J'y ajoute du sucre pour le conserver"", ""Je le mets simplement au frais"", ""Je le fais bouillir avant de le consommer""]","D","Le lait cru peut contenir les germes de la brucellose ou de la tuberculose bovine, sans changement de goût ni d'odeur. L'ébullition les détruit.","Faites bouillir tout lait non pasteurisé, en particulier pour les enfants, les femmes enceintes et les personnes âgées.","« Le lait frais du village est le plus sain »","You buy fresh milk directly from a livestock keeper. What do you do before giving it to your children?","[""I give it as it is, it is natural milk"", ""I add sugar to preserve it"", ""I simply keep it cool"", ""I boil it before it is drunk""]","Raw milk can carry the germs of brucellosis or bovine tuberculosis, with no change in taste or smell. Boiling destroys them.","Boil all unpasteurised milk, especially for children, pregnant women and the elderly.","Traduit","","INV-B-012","MINEPIA;MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M07-002","DUSSC-M07-002-v1","1","2026-08-02","M07","Contamination croisée","Situation","Grand public","A1;B3;B4;C1","Question courante","Vous venez de découper de la viande crue et devez maintenant couper des légumes pour la salade. Que faites-vous ?","[""Je lave le couteau et la planche à l'eau et au savon, ou j'utilise un autre matériel"", ""J'essuie le couteau avec un chiffon"", ""J'utilise le même couteau, la salade sera lavée ensuite"", ""Je rince le couteau à l'eau seulement""]","A","Les germes de la viande crue passent sur les aliments consommés sans cuisson. C'est l'une des causes les plus fréquentes et les plus sous-estimées d'intoxication.","Réservez si possible une planche et un couteau aux aliments crus d'origine animale.","« Essuyer le couteau suffit »","You have just cut raw meat and now need to cut vegetables for a salad. What do you do?","[""I wash the knife and board with water and soap, or use different equipment"", ""I wipe the knife with a cloth"", ""I use the same knife, the salad will be washed afterwards"", ""I rinse the knife with water only""]","Germs from raw meat pass onto food eaten without cooking. This is one of the most frequent and most underestimated causes of food poisoning.","Where possible, keep one board and one knife for raw foods of animal origin.","Traduit","","INV-B-012","MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M07-003","DUSSC-M07-003-v1","1","2026-08-02","M07","Origine des viandes","Attitude","Grand public","A1;B4;C1","Question courante","Un vendeur ambulant vous propose de la viande à un prix très inférieur au marché, sans indication d'abattoir. Que faites-vous ?","[""J'achète, c'est une bonne affaire"", ""J'achète et je cuis longtemps"", ""Je refuse et j'achète auprès d'un point de vente contrôlé"", ""J'achète pour les animaux domestiques""]","C","Une viande non inspectée peut provenir d'un animal malade ou mort de maladie. La cuisson ne supprime pas tous les dangers, notamment pour certaines maladies.","Achetez auprès de circuits contrôlés et vérifiez la présence de l'estampille d'inspection.","« Une bonne cuisson rattrape une viande douteuse »","A street trader offers you meat at a price far below the market, with no indication of the abattoir. What do you do?","[""I buy, it is a good deal"", ""I buy and cook it for a long time"", ""I refuse and buy from a controlled outlet"", ""I buy it for my domestic animals""]","Uninspected meat may come from an animal that was sick or died of disease. Cooking does not remove every danger, particularly for some diseases.","Buy from controlled outlets and check for the inspection stamp.","Traduit","","INV-B-012","MINEPIA;MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M07-004","DUSSC-M07-004-v1","1","2026-08-02","M07","Cuisson","Connaissance","Grand public","A1;C1;B4","Question courante","Pour être sûr qu'une viande ou une volaille est sans danger, il faut :","[""Qu'elle soit dorée à l'extérieur"", ""Qu'elle soit saisie rapidement à feu vif"", ""Qu'elle soit cuite à cœur, sans partie rosée ni jus rosé au centre"", ""Qu'elle soit simplement chaude""]","C","Les germes se trouvent aussi à l'intérieur du morceau. Une surface bien dorée ne garantit pas que le centre a atteint une température suffisante.","Vérifiez la cuisson au centre du morceau, en particulier pour la volaille et la viande hachée.","« Une viande dorée à l'extérieur est cuite »","To be sure that meat or poultry is safe, it must:","[""Be browned on the outside"", ""Be seared quickly over a high flame"", ""Be cooked right through, with no pink part and no pink juices at the centre"", ""Simply be hot""]","Germs are also found inside the piece. A well-browned surface does not guarantee that the centre has reached a sufficient temperature.","Check the cooking at the centre of the piece, particularly for poultry and minced meat.","Traduit","","INV-B-012","MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M07-005","DUSSC-M07-005-v1","1","2026-08-02","M07","Conservation des restes","Situation","Grand public","A1;C1","Question courante","Que faire d'un plat cuisiné laissé plusieurs heures à température ambiante par temps chaud ?","[""Le réchauffer complètement avant consommation, ou le jeter en cas de doute sur la durée"", ""Le consommer tel quel, il a bon goût"", ""Le laisser encore une nuit"", ""Y ajouter des épices pour masquer le goût""]","A","Les germes se multiplient rapidement dans un plat tiède. Certains produisent des substances toxiques que le réchauffage ne détruit pas.","Conservez au frais ou consommez dans un délai court, et réchauffez complètement avant de servir.","« Si ça sent bon, c'est bon »","What should be done with a cooked dish left for several hours at room temperature in hot weather?","[""Reheat it thoroughly before eating, or throw it away if the time is uncertain"", ""Eat it as it is, it tastes fine"", ""Leave it one more night"", ""Add spices to mask the taste""]","Germs multiply quickly in a lukewarm dish. Some produce toxic substances that reheating does not destroy.","Keep food cool or eat it soon, and reheat thoroughly before serving.","Traduit","","INV-B-012","MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M07-006","DUSSC-M07-006-v1","1","2026-08-02","M07","Œufs","Connaissance","Grand public","A1;B2;B4","Question courante","Que faire d'un œuf fêlé ou très souillé ?","[""Le consommer cru"", ""Le conserver plus longtemps que les autres"", ""Le laver longuement puis le consommer cru"", ""Ne pas le consommer cru et le cuire complètement, ou l'écarter si la coquille est cassée""]","D","Une coquille fêlée ou souillée laisse passer des germes vers l'intérieur de l'œuf. La cuisson complète est indispensable.","Évitez les préparations à base d'œufs crus, en particulier pour les enfants et les personnes fragiles.","« Un œuf souillé lavé redevient sûr »","What should be done with a cracked or heavily soiled egg?","[""Eat it raw"", ""Keep it longer than the others"", ""Wash it well then eat it raw"", ""Do not eat it raw, cook it thoroughly, or discard it if the shell is broken""]","A cracked or soiled shell lets germs into the egg. Thorough cooking is essential.","Avoid dishes made with raw eggs, particularly for children and vulnerable people.","Traduit","","INV-B-012","MINSANTE;MINEPIA","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
"DUSSC-M07-007","DUSSC-M07-007-v1","1","2026-08-02","M07","Poisson et produits fumés","Situation","Grand public","A1;B4","Question courante","Un poisson fumé est conservé plusieurs jours à l'air libre sur un étal. Quel est le principal risque ?","[""Aucun, le fumage conserve indéfiniment"", ""La contamination par les mouches, les poussières et l'humidité, qui favorise le développement de germes et de moisissures"", ""Une simple perte de goût"", ""Un changement de couleur sans conséquence""]","B","Le fumage prolonge la conservation mais ne protège pas d'une recontamination. Un produit exposé aux mouches et à l'humidité redevient dangereux.","Couvrez les produits exposés et protégez-les des insectes et de l'humidité.","« Le fumage conserve indéfiniment »","Smoked fish is kept for several days in the open air on a stall. What is the main risk?","[""None, smoking preserves it indefinitely"", ""Contamination by flies, dust and damp, which allows germs and moulds to develop"", ""Simply a loss of flavour"", ""A change of colour with no consequence""]","Smoking extends shelf life but does not prevent recontamination. A product exposed to flies and damp becomes dangerous again.","Cover exposed products and keep them away from insects and damp.","Traduit","","INV-B-012","MINSANTE","","","","En revue éditoriale","Standard","","2026-08-02 création v1 — rédaction initiale, français et anglais","","","","","","","","1.0"
